Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
145	 0.005102	 0.004959	 0.000070	 0.000000	 0.000041	0.761470	 0.743860	 0.008005	 0.000000	 0.004928
146	 0.005426	 0.005348	 0.000031	 0.000000	 0.000021	0.766896	 0.749208	 0.008036	 0.000000	 0.004949
147	 0.005507	 0.005391	 0.000048	 0.000000	 0.000041	0.772403	 0.754599	 0.008084	 0.000000	 0.004990
148	 0.005704	 0.005568	 0.000072	 0.000000	 0.000036	0.778107	 0.760167	 0.008156	 0.000000	 0.005026
149	 0.004545	 0.004409	 0.000065	 0.000000	 0.000039	0.782652	 0.764576	 0.008221	 0.000000	 0.005065
150	 0.004630	 0.004559	 0.000029	 0.000000	 0.000020	0.787282	 0.769135	 0.008250	 0.000000	 0.005085
151	 0.004781	 0.004669	 0.000047	 0.000000	 0.000038	0.792063	 0.773804	 0.008297	 0.000000	 0.005123
152	 0.004485	 0.004415	 0.000025	 0.000000	 0.000022	0.796548	 0.778219	 0.008322	 0.000000	 0.005145
153	 0.004899	 0.004782	 0.000048	 0.000000	 0.000040	0.801447	 0.783001	 0.008370	 0.000000	 0.005185
154	 0.004340	 0.004262	 0.000027	 0.000000	 0.000029	0.805787	 0.787263	 0.008397	 0.000000	 0.005214
155	 0.004474	 0.004351	 0.000049	 0.000000	 0.000048	0.810261	 0.791614	 0.008446	 0.000000	 0.005262
156	 0.004619	 0.004544	 0.000025	 0.000000	 0.000026	0.814880	 0.796158	 0.008471	 0.000000	 0.005288
157	 0.004466	 0.004345	 0.000047	 0.000000	 0.000046	0.819346	 0.800503	 0.008518	 0.000000	 0.005334
158	 0.004980	 0.004865	 0.000047	 0.000000	 0.000030	0.824326	 0.805368	 0.008565	 0.000000	 0.005364
159	 0.005530	 0.005433	 0.000048	 0.000000	 0.000027	0.829856	 0.810801	 0.008613	 0.000000	 0.005391
160	 0.005888	 0.005756	 0.000053	 0.000000	 0.000047	0.835744	 0.816557	 0.008666	 0.000000	 0.005438
161	 0.005473	 0.005379	 0.000034	 0.000000	 0.000034	0.841217	 0.821936	 0.008700	 0.000000	 0.005472
162	 0.004562	 0.004439	 0.000047	 0.000000	 0.000047	0.845779	 0.826375	 0.008747	 0.000000	 0.005519
163	 0.004608	 0.004517	 0.000047	 0.000000	 0.000020	0.850387	 0.830892	 0.008794	 0.000000	 0.005539
164	 0.004659	 0.004535	 0.000058	 0.000000	 0.000038	0.855046	 0.835427	 0.008852	 0.000000	 0.005577
165	 0.004676	 0.004594	 0.000027	 0.000000	 0.000021	0.859722	 0.840021	 0.008879	 0.000000	 0.005598
166	 0.005258	 0.005170	 0.000042	 0.000000	 0.000020	0.864980	 0.845191	 0.008921	 0.000000	 0.005618
167	 0.006372	 0.006237	 0.000059	 0.000000	 0.000046	0.871352	 0.851428	 0.008980	 0.000000	 0.005664
168	 0.005782	 0.005586	 0.000105	 0.000000	 0.000057	0.877134	 0.857014	 0.009085	 0.000000	 0.005721
169	 0.004548	 0.004400	 0.000060	 0.000000	 0.000054	0.881682	 0.861414	 0.009145	 0.000000	 0.005775
170	 0.004548	 0.004446	 0.000046	 0.000000	 0.000031	0.886230	 0.865860	 0.009191	 0.000000	 0.005806
171	 0.004629	 0.004493	 0.000063	 0.000000	 0.000048	0.890859	 0.870353	 0.009254	 0.000000	 0.005854
172	 0.004840	 0.004756	 0.000024	 0.000000	 0.000021	0.895699	 0.875109	 0.009278	 0.000000	 0.005875
173	 0.004634	 0.004562	 0.000026	 0.000000	 0.000020	0.900333	 0.879671	 0.009304	 0.000000	 0.005895
174	 0.004483	 0.004359	 0.000048	 0.000000	 0.000048	0.904816	 0.884030	 0.009352	 0.000000	 0.005943
175	 0.004589	 0.004497	 0.000040	 0.000000	 0.000027	0.909405	 0.888527	 0.009392	 0.000000	 0.005970
176	 0.005789	 0.005645	 0.000063	 0.000000	 0.000048	0.915194	 0.894172	 0.009455	 0.000000	 0.006018
177	 0.005098	 0.004994	 0.000037	 0.000000	 0.000034	0.920292	 0.899166	 0.009492	 0.000000	 0.006052
178	 0.004725	 0.004589	 0.000053	 0.000000	 0.000052	0.925017	 0.903755	 0.009545	 0.000000	 0.006104
179	 0.004543	 0.004467	 0.000026	 0.000000	 0.000027	0.929560	 0.908222	 0.009571	 0.000000	 0.006131
180	 0.004883	 0.004757	 0.000049	 0.000000	 0.000052	0.934443	 0.912979	 0.009620	 0.000000	 0.006183
181	 0.004451	 0.004370	 0.000029	 0.000000	 0.000030	0.938894	 0.917349	 0.009649	 0.000000	 0.006213
182	 0.004521	 0.004397	 0.000047	 0.000000	 0.000049	0.943415	 0.921746	 0.009696	 0.000000	 0.006262
183	 0.004804	 0.004704	 0.000048	 0.000000	 0.000027	0.948219	 0.926450	 0.009744	 0.000000	 0.006289
184	 0.004670	 0.004517	 0.000060	 0.000000	 0.000052	0.952889	 0.930967	 0.009804	 0.000000	 0.006341
185	 0.004850	 0.004769	 0.000027	 0.000000	 0.000020	0.957739	 0.935736	 0.009831	 0.000000	 0.006361
186	 0.004609	 0.004526	 0.000027	 0.000000	 0.000021	0.962348	 0.940262	 0.009858	 0.000000	 0.006382
187	 0.004614	 0.004525	 0.000027	 0.000000	 0.000028	0.966962	 0.944787	 0.009885	 0.000000	 0.006410
188	 0.006018	 0.005929	 0.000025	 0.000000	 0.000029	0.972980	 0.950716	 0.009910	 0.000000	 0.006439
189	 0.005416	 0.005306	 0.000035	 0.000000	 0.000034	0.978396	 0.956022	 0.009945	 0.000000	 0.006473
190	 0.004304	 0.004214	 0.000030	 0.000000	 0.000023	0.982700	 0.960236	 0.009975	 0.000000	 0.006496
191	 0.004927	 0.004848	 0.000028	 0.000000	 0.000021	0.987627	 0.965084	 0.010003	 0.000000	 0.006517
192	 0.005081	 0.004988	 0.000047	 0.000000	 0.000023	0.992708	 0.970072	 0.010050	 0.000000	 0.006540
193	 0.004490	 0.004342	 0.000069	 0.000000	 0.000048	0.997198	 0.974414	 0.010119	 0.000000	 0.006588
194	 0.004682	 0.004577	 0.000041	 0.000000	 0.000029	1.001880	 0.978991	 0.010160	 0.000000	 0.006617
195	 0.004715	 0.004621	 0.000029	 0.000000	 0.000030	1.006595	 0.983612	 0.010189	 0.000000	 0.006647
196	 0.004586	 0.004499	 0.000025	 0.000000	 0.000027	1.011181	 0.988111	 0.010214	 0.000000	 0.006674
197	 0.005463	 0.005372	 0.000026	 0.000000	 0.000028	1.016644	 0.993483	 0.010240	 0.000000	 0.006702
